X,Y,OBJECTID,ID,Status,MeterID,DualID,Jurisdiction,Block,Street,XStreetA,XStreetB,LocationDescription,Notes,Comments,Installed,Retired,Handicap,LinearFeet,Hours,Manufacturer,Models,MetroAreas,MeterType,NFC,Side,Rate,TourBus,TimeRestriction,AddressNumber,City,County,EstimatedOCI,LocatorAddressNumber,LocatorCity,LocatorStreet,StateValue,Replaced,TotalCost,EntryDate,cgLastModified,GeoSyncDate,Latitude,Longitude,cgGeoSyncDate,BlockFaceID,PerformanceParking,CellZone,Spaces,PricingZone,PricingSubzone,Par1MainGeneralOID
11893334.924389,7001135.50739539,1128,2000,Active,HA01001S,,Arlington County,1000,S HAYES ST,12th ST S,ARMY NAVY DR,54365 - HA01001S,,INSTALLED 6/25/09,2009/06/25 00:00:00+00,,No,182,12,CALE,CWT-S4-Touch Stealth,Pentagon City,Multi,No,East,1.50,No,MON - FRI 8AM - 8PM,,,,99.85,,,,,2021/05/21 00:00:00+00,30.5,2019/05/09 11:43:15+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.86458013,-77.05853995,,SHA12ARE,Yes,54365,9.1000004,Zone 146,A,632774326
11882600.7663955,7008794.05178957,1129,3060,Active,WA03103N,,Arlington County,3100,WASHINGTON BLVD,CLARENDON BLVD,N HIGHLAND ST,54289 - WA03103N,,INSTALLED 7/30/15,2015/07/30 00:00:00+00,,No,138,2,CALE,CWT,Clarendon,Multi,No,North,1.75,No,MON - SAT 8AM - 8PM,,,,99.46,,,,,2015/07/30 00:00:00+00,29,2019/05/09 11:43:41+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.88606276,-77.09582282,,NWACLHIN,Yes,54289,6.9000001,Zone 125,A,632818630
11885420.0143659,7011512.4531769,1130,2259,Permanently Removed,KB2108N,,Arlington County,2100,KEY BLVD,N VEITCH ST,N UHLE ST,,,PERM REMOVAL CALE CONVERSION,1970/01/02 00:00:00+00,2016/11/19 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:22+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.89340706,-77.08577264,,,No,54423,1,,,632948945
11889710.0668094,7011945.43689097,1131,2366,Permanently Removed,LY1623N,LY1625N,Arlington County,1600,N LYNN ST,WILSON BLVD,FAIRFAX DR,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Rosslyn,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:25+00,2024/09/23 10:14:15+00,2024/10/13 02:10:31+00,38.89441335,-77.07067794,,,No,35501,1,,,634969086
11880547.3161061,7007504.48186214,1132,885,Permanently Removed,93603N,93601N,Arlington County,3600,9th ST N,N MONROE ST,N NELSON ST,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Virginia Square,Double,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:48+00,2024/09/23 10:19:08+00,2024/10/13 02:10:31+00,38.88260837,-77.10310486,,,No,54213,1,,,635562160
11895255.1630026,6998568.29304165,1133,178,Permanently Removed,180404S,,Arlington County,400,18th ST S,CRYSTAL DR,S EADS ST,,DUPLICATE,,2011/08/12 00:00:00+00,2011/08/12 00:00:00+00,No,20,,CALE,,Crystal City,Double,,South,,No,,,,,,,,,,2011/08/12 00:00:00+00,0,2019/05/09 11:42:28+00,2023/04/28 14:23:03+00,2024/10/13 02:10:31+00,38.85744909,-77.05193906,,S18BEEAS,No,10502,1,,,636277869
11894890.5331545,6994600.22551848,1134,1499,Permanently Removed,EA2931S,,Arlington County,2900,S EADS ST,32nd ST S,FORT SCOTT DR,,Construction 3/25/16,,1970/01/02 00:00:00+00,2016/03/25 00:00:00+00,No,20,,MacKay,,Crystal City,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:03+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.84657088,-77.05343893,,,No,54029,1,,,637173203
11884616.5067866,7009554.30387798,1135,1705,Permanently Removed,FA2503N,FA2501N,Arlington County,2500,FAIRFAX DR,N BARTON ST,N CLEVELAND ST,,,PERM REMOVED 08/13/2016,1970/01/02 00:00:00+00,2016/08/13 00:00:00+00,No,20,,MacKay,,Courthouse,Double,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:07+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.88806509,-77.08870114,,,No,54424,1,,,638321880
11893329.6980216,6998740.6893504,1136,2070,Permanently Removed,HA1566S,HA1564S,Arlington County,1500,S HAYES ST,18th ST S,15th ST S,,,PERM REMOVED 5/1/16,1970/01/02 00:00:00+00,2016/05/01 00:00:00+00,No,20,,Duncan,,Pentagon City,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:17+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.85800559,-77.05869034,,,No,54362,1,,,638577912
11877967.4032869,7006306.7805174,1137,286,Active,BCM0102N,,Arlington County,4200,WILSON BLVD,WILSON BLVD,N GLEBE RD,54119 - BCM0102N,Ballston Lot 4 parking spots,Performance Parking No,1970/01/02 00:00:00+00,,No,,2,CALE,CWT,Ballston,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,0,,,,,,4.25,2019/05/09 11:42:31+00,2024/09/23 10:34:54+00,2024/10/13 02:10:31+00,38.8794276,-77.11223043,,BALL,No,54119,4,Zone 142,A,639043302
11887972.0476476,7012266.02614482,1138,173,Active,1801600N,,Arlington County,1600,18th ST N,N OAK ST,N QUINN ST,,7/30/18 TEMP REM CONSTRUCTION,INSTALLED 6/12/15,2015/06/12 00:00:00+00,,No,111,4,CALE,CWT-S4-Touch Stealth,Rosslyn,Multi,,South,1.75,No,MON - SAT 8AM - 8PM,,,,29.35,,,,,2015/06/12 00:00:00+00,2.25,2019/05/09 11:42:28+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.89536763,-77.07676626,,N18OAQUS,Yes,54513,6,Zone 103,B,639202477
11883077.1801408,7009677.56806715,1139,3467,Active,GA01401N,,Arlington County,1400,N GARFIELD ST,WILSON BLVD,FRANKLIN RD,54263 - GA01401N,,INSTALLED 3/1/18,2018/03/01 00:00:00+00,,No,71,2,CALE,CWT,Clarendon,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,99.47,,,,,2018/03/01 00:00:00+00,3.25,2019/05/09 11:43:51+00,2024/10/13 01:01:19+00,2024/10/13 02:10:31+00,38.88846835,-77.09410181,,NGAWIFRE,Yes,54263,3.55,Zone 122,A,639373682
11888355.390713,7012306.35808514,1140,3813,Active,18H1501N,,Arlington County,1600,18th ST N,N OAK ST,N QUINN ST,54913 - 18H1501N,,,2024/03/27 00:00:00+00,,Yes,20,12,IPS,M5,Rosslyn,Single,Yes,North,1.50,No,MON - FRI 8AM - 8PM,1525,Arlington,,94.53,1525,ARLINGTON,WILSON BLVD,,,0,2023/12/19 14:41:17+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89546203,-77.07541733,,N18OAQUN,Yes,54913,1,Zone 103,,640177530
11877165.618145,7007214.39779665,1141,1725,Active,FAH4500N,,Arlington County,4300,FAIRFAX DR,N GLEBE RD,N VERMONT ST,54163 - FAH4500N,"RELOCATED CHANGED ID FA4312N 10/8/19, CONVERTED TO IPS 12/27/16","REINSTALLED 12/27/16, TEMP REM KNOCKED DOWN 11/29/16",2016/12/27 00:00:00+00,,Yes,20,2,IPS,M5,Ballston,Single,Yes,South,1.75,No,MON - SAT 8AM - 8PM,,,,99.11,4420,,FAIRFAX DR,,2020/02/20 00:00:00+00,0,2019/05/09 11:43:08+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88195264,-77.11499848,,NFAGLVES,Yes,54163,1,Zone 142,B,640240324
11878071.781359,7007028.9798604,1142,3779,Active,SUH900N,,Arlington County,900,N STUART ST,FAIRFAX DR,9th ST N,54811 - SUH900N,,,2023/05/01 00:00:00+00,,Yes,20,4,IPS,M5,Ballston,Single,Yes,West,1.75,No,MON - SAT 8AM - 8PM,900,,,99.55,901,,N STUART ST,,,0,2022/11/10 12:51:47+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88140601,-77.11182545,,NSTFA9TW,Yes,54811,1,Zone 137,A,640266310
11883702.2999536,7010036.58637798,1143,1620,Permanently Removed,ED1402N,ED1400N,Arlington County,1400,N EDGEWOOD ST,WILSON BLVD,FRANKLIN RD,,,"INSTALLED IPS 2/14/18, INSTALL DATE UNKNOWN",2018/02/14 00:00:00+00,2021/05/20 00:00:00+00,No,20,2,IPS,M5,Clarendon,Double,Yes,West,1.75,No,MON - SAT 8AM - 8PM,,,,,,,,,2018/02/14 00:00:00+00,0,2019/05/09 11:43:05+00,2023/03/29 21:04:33+00,2024/10/13 02:10:31+00,38.8894277,-77.09188655,,,No,54274,1,,,640480588
11882991.1632525,7008870.26489173,1144,91,Permanently Removed,1103001N,,Arlington County,3000,11th ST N,N GARFIELD ST,N HIGHLAND ST,,"6/13/18 REMOVED, ONLY 2 SPACES",INSTALLED 2/12/11,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,88,,CALE,,Clarendon,Multi,,North,,No,,,,,0,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:25+00,2024/09/23 10:31:44+00,2024/10/13 02:10:31+00,38.88625559,-77.09444739,,N11HIGAN,No,54293,3,,,640577968
11894746.0518161,6997388.60576847,1145,583,Permanently Removed,22505S,,Arlington County,500,22nd ST S,S FERN ST,S EADS ST,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Crystal City,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:39+00,2024/09/23 10:19:08+00,2024/10/13 02:10:31+00,38.8542324,-77.05379194,,S22FEEAN,No,4701,1,,,640910748
11879400.3413659,7012532.89142473,1146,2323,Permanently Removed,LH3802N,LH3800N,VDOT,3800,LANGSTON BLVD,N OAK ST,N POLLARD ST,,,"REMOVED FOR MULTIMETER 3/31/2020, INSTALLED 4/18/14",2014/04/18 00:00:00+00,,No,20,1,IPS-M5,,Langston Blvd,Double,,South,1.75,No,MON - SAT 8AM - 8PM,,,,,,,,,2014/04/18 00:00:00+00,0,2019/05/09 11:43:24+00,2023/03/29 21:04:33+00,2024/10/13 02:10:31+00,38.89646129,-77.10686556,,,No,54604,1,,,641513952
11885726.6932145,7010702.34193623,1147,3464,Permanently Removed,UL01501N,,Arlington County,1500,N UHLE ST,15th ST N,CLARENDON BLVD,,,INSTALLED 2/20/18,2018/02/20 00:00:00+00,,No,,2,CALE,CWT,Courthouse,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,67.93,,,,,2018/02/20 00:00:00+00,0,2019/05/09 11:43:51+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89117,-77.08473915,,NUH15CLE,Yes,54409,4,Zone 4,B,641566860
11881835.0694361,7009083.53119747,1148,206,Permanently Removed,133208N,,Arlington County,3200,13th ST N,N JACKSON ST,N IRVING ST,,Temp Rem 12/18/13,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:29+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.88688962,-77.09849694,,N13IRIVS,No,28502,1,,,642412585
11889594.7232081,7013171.93050098,1149,2458,Temporarily Removed,LYH1908N,,Arlington County,1900,N LYNN ST,LANGSTON BLVD,19th ST N,54658 - LYH1908N,IPS HC installed 12/21/2016,INSTALL DATE- UNKNOWN,2016/12/21 00:00:00+00,,Yes,20,4,IPS,M5,Rosslyn,Double,Yes,West,1.75,No,MON - SAT 8AM - 8PM,,,,80.01,,,,,2020/02/13 00:00:00+00,0,2019/05/09 11:43:27+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89778549,-77.07101608,,NLYLA19W,Yes,54658,1,Zone 1,A,642415125
11881116.3507291,7008081.35013098,1150,1660,Active,FA03400N,,Arlington County,3400,FAIRFAX DR,N KANSAS ST,N KENMORE ST,54284 - FA03400N,,INSTALLED 5/7/11,2011/05/07 00:00:00+00,,No,82,2,CALE,CWT-S4-Touch Stealth,Virginia Square,Multi,No,South,1.75,No,MON - SAT 8AM - 8PM,,,,68.01,,,,,2021/07/22 00:00:00+00,1,2019/05/09 11:43:06+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88416832,-77.10107524,,NFAKAKES,Yes,54284,4.0999999,Zone 129,B,643322864
11885220.4438989,7000586.6305404,1151,3379,Permanently Removed,WR915S,,Arlington County,900,S WALTER REED DR,COLUMBIA PIKE,9th ST S,,new time sticker,PERM REMOVED CALE CONVERSION 12/03/2016,1970/01/02 00:00:00+00,2016/12/03 00:00:00+00,No,20,,POM,,Columbia Pike,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:49+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.86341959,-77.08706453,,,No,54573,1,,,644404521
11885357.2969716,7009481.69247465,1152,3178,Permanently Removed,WAY1305N,,Arlington County,1300,N WAYNE ST,13th ST N,FAIRFAX DR,,,PERM REMOVED 08/13/2016,1970/01/02 00:00:00+00,2016/08/13 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:44+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.88783445,-77.08610285,,NWA13NOE,No,54400,1,,,645586297
11885562.1125069,7010461.46741797,1153,145,Permanently Removed,12N,,Arlington County,2100,CLARENDON BLVD,CLARENDON BLVD,15th ST N,54471 - 12N,MEZZANINE LEVEL,Performance Parking No,2018/02/07 00:00:00+00,2023/04/12 00:00:00+00,No,20,4,IPS,M5,Courthouse,Single,Yes,North,1.75,No,MON - FRI 8AM - 5PM,,,,,,,,,2019/11/15 00:00:00+00,0,2019/05/09 11:42:27+00,2023/04/12 08:42:04+00,2024/10/13 02:10:31+00,38.89051567,-77.08533035,,BOZG,No,54471,1,,,646055840
11885726.8388835,7010709.7142968,1154,2816,Permanently Removed,UL1519N,UL1521N,Arlington County,1500,N UHLE ST,15th ST N,CLARENDON BLVD,,Converted to cale 2/20/18,,2018/02/20 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Courthouse,Double,,East,,No,,,,,,,,,,2018/02/20 00:00:00+00,0,2019/05/09 11:43:36+00,2024/09/23 10:19:08+00,2024/10/13 02:10:31+00,38.89119023,-77.08473824,,NUH15CLE,No,54409,1,,,647073061
11882217.5637498,7008149.27387965,1155,13,Active,1003200N,,Arlington County,3200,10th ST N,N IVY ST,N IRVING ST,54278 - 1003200N,,INSTALLED 2/24/12,2012/02/24 00:00:00+00,,No,150,12,CALE,CWT-S4-Touch Stealth,Clarendon,Multi,No,South,1.50,No,MON - FRI 8AM - 8PM,,,,96.28,,,,,2021/07/09 00:00:00+00,3.25,2019/05/09 11:42:23+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88430866,-77.0972035,,N10IVIRS,Yes,54278,7.5,Zone 126,B,647417642
11893744.4668771,6998508.86632323,1156,515,Permanently Removed,18608S,,Arlington County,600,18th ST S,S EADS ST,S FERN ST,,,PERM REMOVED 05/01/2016,1970/01/02 00:00:00+00,2016/05/01 00:00:00+00,No,20,,MacKay,,Pentagon City,Double,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:37+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.85735125,-77.05724677,,,No,54362,1,,,648116818
11894867.4980956,6996643.78934473,1157,1429,Permanently Removed,EA2411S,,Arlington County,2400,S EADS ST,24th ST S,25th ST S,,,PERM REMOVED 09/19/2016,1970/01/02 00:00:00+00,2016/09/17 00:00:00+00,No,20,,POM,,Crystal City,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:01+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.85218232,-77.05340674,,SEA2425E,No,54043,1,,,648275551
11894874.7392228,6994827.11187573,1158,1490,Permanently Removed,EA2913S,EA2911S,Arlington County,2900,S EADS ST,32nd ST S,FORT SCOTT DR,,Construction 3/25/16,,1970/01/02 00:00:00+00,2016/03/25 00:00:00+00,No,20,,MacKay,,Crystal City,Double,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:02+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.84719446,-77.05348182,,,No,54029,1,,,648684313
11895627.5149482,6998138.74928132,1159,545,Permanently Removed,20211S,20213S,Arlington County,200,20th ST S,S BELL ST,CRYSTAL DR,,,PERM REMOVED. DATE UNKNOWN POSSIBLE MAY/JUNE,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,POM,,Crystal City,Double,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:38+00,2024/09/23 10:19:08+00,2024/10/13 02:10:31+00,38.85625369,-77.05065546,,S20BECRN,No,54078,1,,,649703809
11885645.620542,7006964.07382223,1160,2651,Active,PD02201N,,Arlington County,2200,N PERSHING DR,ARLINGTON BLVD,N WAYNE ST,54615 - PD02201N,,INSTALLED 5/2/13,2013/05/02 00:00:00+00,,No,177,2,CALE,CWT-S4-Touch Stealth,Lyon Park,Multi,No,North,1.75,No,MON - SAT 8AM - 8PM,,,,99.85,,,,,2021/08/03 00:00:00+00,1,2019/05/09 11:43:31+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88091036,-77.08522635,,NPEARWAN,No,54615,8.8999996,,,650523414
11888038.7332098,7011792.60058248,1161,2390,Active,PI01701N,,Arlington County,1700,N PIERCE ST,WILSON BLVD,CLARENDON BLVD,54534 - PI01701N,,INSTALLED 9/3/15,2015/09/03 00:00:00+00,,No,79,4,CALE,CWT,Rosslyn,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,99.76,,,,,2015/09/03 00:00:00+00,6.5,2019/05/09 11:43:25+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89406505,-77.07655777,,NPIWICLE,Yes,54534,4,Zone 105,B,650615887
11882610.4737251,7008792.92449522,1162,3152,Permanently Removed,WA3119N,,Arlington County,3100,WASHINGTON BLVD,CLARENDON BLVD,N HIGHLAND ST,,,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:44+00,2024/09/23 10:19:08+00,2024/10/13 02:10:31+00,38.88605926,-77.09578878,,NWACLHIN,No,54289,1,,,650625171
11895348.2156381,6996313.56559573,1163,1265,Permanently Removed,CLA2510S,,Arlington County,2500,S CLARK ST,26th ST S,23rd ST S,,REMOVED TRANSITWAY PROJECT 6/5/15,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,Yes,20,,IPS,,Crystal City,Single,,West,,No,,,,,0,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:42:57+00,2024/09/23 10:38:46+00,2024/10/13 02:10:31+00,38.8512549,-77.05173724,,SCL2627W,No,54059,1,,,651519417
11889706.2987723,7011850.15066423,1164,2362,Permanently Removed,LY1615N,,Arlington County,1600,N LYNN ST,WILSON BLVD,FAIRFAX DR,,out of order,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Rosslyn,Single,,East,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:25+00,2024/09/23 10:14:15+00,2024/10/13 02:10:31+00,38.89415191,-77.07069639,,,No,35501,1,,,651917168
11877855.5288387,7006705.11075747,1165,2985,Active,TA0800N,,Arlington County,800,N TAYLOR ST,WILSON BLVD,FAIRFAX DR,54127 - TA0800N,FORMERLY TA090ON 3/16/21,INSTALLED 5/21/10,2010/05/21 00:00:00+00,,No,76,2,CALE,CWT-S4-Touch Stealth,Ballston,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,96.61,,,,,2021/03/16 00:00:00+00,3.25,2019/05/09 11:43:40+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88052583,-77.11260222,,NTAWIFAW,Yes,54127,3.8,Zone 137,A,652184777
11886315.6995824,7011067.03838532,1166,3247,Active,WI02002N,,Arlington County,2000,WILSON BLVD,N COURTHOUSE RD,N TROY ST,54636 - WI02002N,,"INSTALLED 6/16/15, SWAPPED LOCATIONS WITH WI02000N ON 6/10/21",2015/06/16 00:00:00+00,,No,120,2,CALE,CWT-S4-Touch Stealth,Courthouse,Multi,No,South,1.75,No,MON - SAT 8AM - 8PM,,,,97.43,2016,,WILSON BLVD,,2023/12/05 00:00:00+00,1,2019/05/09 11:43:46+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.89214629,-77.08265024,,NWICOTRS,Yes,54636,6,Zone 110,A,652462195
11879269.1369039,7007240.06506814,1167,2749,Active,QU0903N,,Arlington County,900,N QUINCY ST,FAIRFAX DR,9th ST N,54177 - QU0903N,,INSTALLED 8/24/15,2015/08/24 00:00:00+00,,No,174,2,CALE,CWT,Virginia Square,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,86.71,,,,,2015/08/24 00:00:00+00,5.5,2019/05/09 11:43:34+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88193575,-77.10760856,,NQUFA9TE,Yes,54177,8.6999998,Zone 137,A,652746055
11885533.4682072,7011550.27068657,1168,2255,Permanently Removed,KB2100N,,Arlington County,2100,KEY BLVD,N VEITCH ST,N UHLE ST,,,PERM REMOVAL CALE CONVERSION,1970/01/02 00:00:00+00,2016/11/19 00:00:00+00,No,20,,MacKay,,Courthouse,Single,,South,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:22+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.89350608,-77.08537203,,,No,54423,1,,,652770851
11882945.7325691,7008506.73051381,1169,2110,Active,HI1009N,HI1011N,Arlington County,1000,N HIGHLAND ST,WASHINGTON BLVD,10th ST N,54250 - HI1009N,,"INSTALLED IPS 3/29/18,  INSTALL DATE- UNKNOWN",1970/01/02 00:00:00+00,,No,20,1,IPS,M5,Clarendon,Double,Yes,East,1.75,No,MON - SAT 8AM - 8PM,,,,99.49,,,,,2020/11/16 00:00:00+00,0,2019/05/09 11:43:18+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88525945,-77.09462652,,NHIWA10E,Yes,54250,1,Zone 125,A,653110385
11888078.3108865,7012237.1859794,1170,2401,Permanently Removed,PI1707N,PI1705N,Arlington County,1700,N PIERCE ST,WILSON BLVD,18th ST N,54879 - PI1707N,,"PERM REMOVAL CALE CONVERSION DATE UNKNOWN, REUSING METER ID FOR NEW SEGMENT OF 1700 N PIERCE ST SEPT 2021",1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,17.5,2,IPS,M5,Rosslyn,Double,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,0,1721 1799,,N PIERCE ST,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:26+00,2024/09/23 10:24:56+00,2024/10/13 02:10:31+00,38.89528393,-77.07639451,,NPIWI18E,No,54879,1,Zone 1,A,653960122
11882557.5781616,7008799.93760456,1171,3154,Permanently Removed,WA3123N,,Arlington County,3100,WASHINGTON BLVD,CLARENDON BLVD,N HIGHLAND ST,,1 to 2,,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,MacKay,,Clarendon,Single,,North,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:44+00,2024/09/23 10:19:08+00,2024/10/13 02:10:31+00,38.88608073,-77.09597421,,NWACLHIN,No,54289,1,,,656031470
11877167.5223407,7007404.71204856,1172,3052,Active,VT1004N,VT1002N,Arlington County,1000,N VERMONT ST,FAIRFAX DR,11th ST N,54136 - VT1004N,,"INSTALLED IPS 2/16/18, INSTALL DATE- UNKNOWN",2018/02/16 00:00:00+00,,No,20,2,IPS,M5,Ballston,Double,Yes,West,1.75,No,MON - SAT 8AM - 8PM,,,,98.15,,,,,2018/02/16 00:00:00+00,0,2019/05/09 11:43:41+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88247506,-77.11498171,,NVEFA11W,Yes,54136,1,Zone 142,B,658063769
11888738.8843686,7012449.96508139,1173,2593,Permanently Removed,OA1802N,OA1800N,Arlington County,1800,N OAK ST,18th ST N,KEY BLVD,,"Multi 11/12/15; WILSON TO 18",,1970/01/02 00:00:00+00,1970/01/02 00:00:00+00,No,20,,Duncan,,Rosslyn,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:30+00,2024/09/23 10:14:15+00,2024/10/13 02:10:31+00,38.89583995,-77.07406224,,,No,54539,1,,,658160678
11894866.4124678,6996636.14926815,1174,1383,Active,EA02401S,,Arlington County,2400,S EADS ST,24th ST S,25th ST S,54043 - EA02401S,,INSTALLED ON 07/09/2016,2016/07/09 00:00:00+00,,No,82,2,CALE,CWT,Crystal City,Multi,No,East,1.75,No,MON - SAT 8AM - 8PM,,,,61.71,,,,,2016/07/09 00:00:00+00,5.5,2019/05/09 11:43:00+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.85216139,-77.05341097,,SEA2425E,Yes,54043,4.0999999,Zone 156,B,659414339
11882751.307433,7009809.72265847,1175,2104,Active,HI01300N,,Arlington County,1300,N HIGHLAND ST,13th ST N,N HARTFORD ST,54254 - HI01300N,,INSTALLED 1/5/12,2012/01/05 00:00:00+00,,No,98,2,CALE,CWT-S4-Touch Stealth,Clarendon,Multi,No,West,1.75,No,MON - SAT 8AM - 8PM,,,,93.63,,,,,2021/09/01 00:00:00+00,5.5,2019/05/09 11:43:18+00,2024/10/13 01:01:20+00,2024/10/13 02:10:31+00,38.88884487,-77.09523942,,NHI13HAW,Yes,54254,4.9000001,Zone 122,B,659596782
11894931.4914059,6997737.3449004,1176,1380,Active,EA02001S,,Arlington County,2000,S EADS ST,22nd ST S,20th ST S,54050 - EA02001S,Removed for Bike Lane 11/20/14,,1970/01/02 00:00:00+00,2014/11/20 00:00:00+00,No,98,12,CALE,CWT-S4-Touch Stealth,Crystal City,Multi,,East,1.50,No,MON - FRI 8AM - 8PM,,,,0,,,,,1970/01/02 00:00:00+00,3.25,2019/05/09 11:43:00+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.85518181,-77.05312154,,SEA2220E,Yes,54050,4.9000001,Zone 155,A,659902635
11893872.9400453,7000219.27431972,1177,1755,Permanently Removed,FE1408S,,Arlington County,1400,S FERN ST,12th ST S,14th ST S,,,,1970/01/02 00:00:00+00,2021/10/19 00:00:00+00,No,20,,MacKay,,Pentagon City,Double,,West,,No,,,,,,,,,,1970/01/02 00:00:00+00,0,2019/05/09 11:43:09+00,2024/09/23 10:17:54+00,2024/10/13 02:10:31+00,38.86204148,-77.05670124,,,No,6102,1,,,660459444
